ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
206175_x_at,8.68E-01,6.62E-01,4.39E-01,-6.35133,6.04E-02,ZNF222,zinc finger protein 222
211485_s_at,8.68E-01,6.62E-01,-4.39E-01,-6.35134,-1.08E-01,FGF18,fibroblast growth factor 18
216595_at,8.68E-01,6.62E-01,4.39E-01,-6.35136,8.10E-02,FAM186A,family with sequence similarity 186 member A
218857_s_at,8.68E-01,6.62E-01,-4.39E-01,-6.3514,-8.93E-02,ASRGL1,asparaginase like 1
205636_at,8.68E-01,6.62E-01,-4.39E-01,-6.35143,-6.44E-02,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3"
222131_x_at,8.68E-01,6.62E-01,4.39E-01,-6.35145,7.57E-02,RHOT2,ras homolog family member T2
219439_at,8.68E-01,6.62E-01,4.39E-01,-6.35145,6.20E-02,C1GALT1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
206995_x_at,8.68E-01,6.62E-01,4.39E-01,-6.35148,6.56E-02,SCARF1,scavenger receptor class F member 1
207324_s_at,8.68E-01,6.62E-01,-4.39E-01,-6.35148,-7.96E-02,DSC1,desmocollin 1
216129_at,8.68E-01,6.62E-01,4.39E-01,-6.35154,6.80E-02,ATP9A,ATPase phospholipid transporting 9A (putative)
209781_s_at,8.68E-01,6.62E-01,-4.38E-01,-6.35166,-7.57E-02,KHDRBS3,"KH RNA binding domain containing, signal transduction associated 3"
221065_s_at,8.68E-01,6.62E-01,-4.38E-01,-6.35166,-1.32E-01,CHST8,carbohydrate sulfotransferase 8
205772_s_at,8.68E-01,6.62E-01,-4.38E-01,-6.35166,-8.25E-02,AKAP7,A-kinase anchoring protein 7
36564_at,8.68E-01,6.62E-01,-4.38E-01,-6.35166,-5.84E-02,RNF19B,ring finger protein 19B
214863_at,8.68E-01,6.62E-01,4.38E-01,-6.35168,7.94E-02,,
208003_s_at,8.68E-01,6.62E-01,4.38E-01,-6.3517,6.36E-02,NFAT5,nuclear factor of activated T-cells 5
214408_s_at,8.68E-01,6.63E-01,-4.38E-01,-6.35175,-5.78E-02,RFPL1S///RFPL3S,RFPL1 antisense RNA 1///RFPL3 antisense
209937_at,8.68E-01,6.63E-01,-4.38E-01,-6.35176,-6.76E-02,TM4SF4,transmembrane 4 L six family member 4
206583_at,8.68E-01,6.63E-01,4.38E-01,-6.35178,9.46E-02,KRBOX4,KRAB box domain containing 4
206354_at,8.68E-01,6.63E-01,4.38E-01,-6.35185,8.52E-02,SLCO1B3,solute carrier organic anion transporter family member 1B3
214624_at,8.68E-01,6.63E-01,4.38E-01,-6.35185,6.59E-02,UPK1A,uroplakin 1A
204458_at,8.69E-01,6.63E-01,-4.38E-01,-6.35192,-9.87E-02,PLA2G15,phospholipase A2 group XV
214925_s_at,8.69E-01,6.63E-01,4.38E-01,-6.35197,6.80E-02,SPTAN1,"spectrin alpha, non-erythrocytic 1"
213390_at,8.69E-01,6.63E-01,4.38E-01,-6.35201,6.40E-02,ZC3H4,zinc finger CCCH-type containing 4
216727_at,8.69E-01,6.63E-01,4.37E-01,-6.35203,6.19E-02,STK38,serine/threonine kinase 38
219705_at,8.69E-01,6.63E-01,-4.37E-01,-6.35204,-8.48E-02,QSER1,glutamine and serine rich 1
209327_s_at,8.69E-01,6.63E-01,4.37E-01,-6.35204,6.28E-02,NOP16,NOP16 nucleolar protein
201727_s_at,8.69E-01,6.63E-01,4.37E-01,-6.35213,8.24E-02,ELAVL1,ELAV like RNA binding protein 1
211152_s_at,8.69E-01,6.63E-01,4.37E-01,-6.35215,6.26E-02,HTRA2,HtrA serine peptidase 2
203118_at,8.69E-01,6.63E-01,-4.37E-01,-6.35219,-7.97E-02,PCSK7,proprotein convertase subtilisin/kexin type 7
218345_at,8.69E-01,6.63E-01,-4.37E-01,-6.35223,-8.23E-02,TMEM176A,transmembrane protein 176A
207312_at,8.69E-01,6.63E-01,-4.37E-01,-6.35225,-9.47E-02,PHKG1,phosphorylase kinase catalytic subunit gamma 1
219469_at,8.69E-01,6.63E-01,-4.37E-01,-6.35227,-6.74E-02,DYNC2H1,dynein cytoplasmic 2 heavy chain 1
213569_at,8.69E-01,6.63E-01,4.37E-01,-6.35228,7.11E-02,LOC100506603,uncharacterized LOC100506603
210140_at,8.69E-01,6.63E-01,-4.37E-01,-6.35229,-6.46E-02,CST7,cystatin F
211128_at,8.69E-01,6.64E-01,4.37E-01,-6.35235,7.35E-02,EDA,ectodysplasin A
218778_x_at,8.69E-01,6.64E-01,-4.37E-01,-6.35242,-9.67E-02,EPS8L1,EPS8 like 1
207787_at,8.69E-01,6.64E-01,4.37E-01,-6.35244,8.04E-02,KRT33B,keratin 33B
219931_s_at,8.69E-01,6.64E-01,4.37E-01,-6.35245,1.05E-01,KLHL12,kelch like family member 12
208448_x_at,8.69E-01,6.64E-01,-4.36E-01,-6.35252,-5.74E-02,IFNA16,interferon alpha 16
210377_at,8.69E-01,6.64E-01,4.36E-01,-6.35253,1.13E-01,ACSM3,acyl-CoA synthetase medium-chain family member 3
219300_s_at,8.69E-01,6.64E-01,4.36E-01,-6.35255,6.26E-02,CNTNAP2,contactin associated protein-like 2
211459_at,8.69E-01,6.64E-01,4.36E-01,-6.35258,1.12E-01,,
202849_x_at,8.69E-01,6.64E-01,4.36E-01,-6.35261,4.96E-02,GRK6,G protein-coupled receptor kinase 6
200778_s_at,8.69E-01,6.64E-01,4.36E-01,-6.35262,5.41E-02,sep-02,septin 2
214903_at,8.69E-01,6.64E-01,4.36E-01,-6.35268,6.76E-02,SYT2,synaptotagmin 2
207876_s_at,8.69E-01,6.64E-01,-4.36E-01,-6.3527,-7.59E-02,FLNC,filamin C
216756_at,8.69E-01,6.64E-01,4.36E-01,-6.35271,6.86E-02,,
66053_at,8.69E-01,6.64E-01,4.36E-01,-6.35271,8.32E-02,HNRNPUL2-BSCL2///HNRNPUL2,HNRNPUL2-BSCL2 readthrough (NMD candidate)///heterogeneous nuclear ribonucleoprotein U like 2
219089_s_at,8.69E-01,6.64E-01,-4.36E-01,-6.35273,-6.84E-02,ZNF576,zinc finger protein 576
208026_at,8.69E-01,6.64E-01,4.36E-01,-6.35278,6.44E-02,HIST1H4G///HIST1H4F,"histone cluster 1, H4g///histone cluster 1, H4f"
208987_s_at,8.69E-01,6.64E-01,4.36E-01,-6.35279,6.13E-02,KDM2A,lysine demethylase 2A
202714_s_at,8.69E-01,6.64E-01,-4.36E-01,-6.35281,-8.76E-02,KIAA0391,KIAA0391
202151_s_at,8.69E-01,6.64E-01,-4.35E-01,-6.35289,-9.84E-02,UBAC1,UBA domain containing 1
219182_at,8.69E-01,6.65E-01,-4.35E-01,-6.35295,-6.32E-02,TMEM231,transmembrane protein 231
204182_s_at,8.69E-01,6.65E-01,-4.35E-01,-6.35301,-5.78E-02,ZBTB43,zinc finger and BTB domain containing 43
217132_at,8.69E-01,6.65E-01,-4.35E-01,-6.35303,-1.10E-01,,
221693_s_at,8.69E-01,6.65E-01,-4.35E-01,-6.35305,-9.13E-02,MRPS18A,mitochondrial ribosomal protein S18A
217182_at,8.69E-01,6.65E-01,4.35E-01,-6.3531,7.46E-02,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming"
204453_at,8.69E-01,6.65E-01,4.35E-01,-6.35315,8.26E-02,ZNF84,zinc finger protein 84
206871_at,8.69E-01,6.65E-01,-4.35E-01,-6.3532,-6.65E-02,ELANE,"elastase, neutrophil expressed"
220789_s_at,8.69E-01,6.65E-01,4.35E-01,-6.35325,7.78E-02,SNORA5B///TBRG4,"small nucleolar RNA, H/ACA box 5B///transforming growth factor beta regulator 4"
206749_at,8.69E-01,6.65E-01,-4.35E-01,-6.35328,-5.57E-02,CD1B,CD1b molecule
211466_at,8.70E-01,6.65E-01,4.34E-01,-6.35337,8.50E-02,NFIB,nuclear factor I B
215372_x_at,8.70E-01,6.65E-01,4.34E-01,-6.35346,7.29E-02,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1"
216179_x_at,8.70E-01,6.66E-01,-4.34E-01,-6.35354,-1.09E-01,,
217217_at,8.70E-01,6.66E-01,4.34E-01,-6.35358,6.29E-02,LOC102723407///IGHV4-31///IGHM///IGHG4///IGHG1///IGHA2///IGHA1,putative V-set and immunoglobulin domain-containing-like protein IGHV4OR15-8///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1
205350_at,8.70E-01,6.66E-01,-4.34E-01,-6.35362,-7.55E-02,CRABP1,cellular retinoic acid binding protein 1
214502_at,8.70E-01,6.66E-01,4.34E-01,-6.35363,1.16E-01,HIST1H2BJ,"histone cluster 1, H2bj"
65585_at,8.70E-01,6.66E-01,-4.34E-01,-6.35366,-4.82E-02,FAM86DP///FAM86B2///FAM86FP///FAM86B1///FAM86C1,"family with sequence similarity 86, member D, pseudogene///family with sequence similarity 86 member B2///family with sequence similarity 86, member A pseudogene///family with sequence similarity 86 member B1///family with sequence similarity 86 member C1"
210294_at,8.70E-01,6.66E-01,4.34E-01,-6.35366,5.81E-02,TAPBP,TAP binding protein (tapasin)
217347_at,8.70E-01,6.66E-01,4.34E-01,-6.35373,7.85E-02,,
206257_at,8.70E-01,6.66E-01,4.33E-01,-6.35375,6.50E-02,CCDC9,coiled-coil domain containing 9
217911_s_at,8.70E-01,6.66E-01,4.33E-01,-6.35386,7.10E-02,BAG3,BCL2 associated athanogene 3
207433_at,8.70E-01,6.66E-01,4.33E-01,-6.35388,1.01E-01,IL10,interleukin 10
217219_at,8.70E-01,6.66E-01,4.33E-01,-6.35388,1.01E-01,DKFZP434A062,uncharacterized LOC26102
213655_at,8.70E-01,6.66E-01,-4.33E-01,-6.35399,-6.87E-02,,
210708_x_at,8.70E-01,6.66E-01,-4.33E-01,-6.35404,-6.18E-02,CASP10,caspase 10
208453_s_at,8.70E-01,6.66E-01,-4.33E-01,-6.35404,-1.01E-01,XPNPEP1,X-prolyl aminopeptidase 1
214486_x_at,8.70E-01,6.66E-01,-4.33E-01,-6.35406,-6.46E-02,CFLAR,CASP8 and FADD like apoptosis regulator
202064_s_at,8.70E-01,6.67E-01,-4.33E-01,-6.35416,-6.60E-02,SEL1L,SEL1L ERAD E3 ligase adaptor subunit
220900_at,8.70E-01,6.67E-01,4.32E-01,-6.35416,7.90E-02,,
204531_s_at,8.70E-01,6.67E-01,4.32E-01,-6.35419,9.49E-02,BRCA1,"BRCA1, DNA repair associated"
221298_s_at,8.70E-01,6.67E-01,-4.32E-01,-6.35419,-5.78E-02,SLC22A8,solute carrier family 22 member 8
211272_s_at,8.70E-01,6.67E-01,4.32E-01,-6.35424,7.73E-02,DGKA,diacylglycerol kinase alpha
214349_at,8.70E-01,6.67E-01,-4.32E-01,-6.35426,-5.92E-02,,
206027_at,8.70E-01,6.67E-01,4.32E-01,-6.35426,9.86E-02,S100A3,S100 calcium binding protein A3
217095_x_at,8.70E-01,6.67E-01,4.32E-01,-6.35427,5.74E-02,NCR1,natural cytotoxicity triggering receptor 1
218059_at,8.70E-01,6.67E-01,4.32E-01,-6.3543,7.96E-02,ZNF706,zinc finger protein 706
45526_g_at,8.70E-01,6.67E-01,4.32E-01,-6.35431,5.50E-02,NAA60,"N(alpha)-acetyltransferase 60, NatF catalytic subunit"
205557_at,8.70E-01,6.67E-01,-4.32E-01,-6.35432,-5.66E-02,LOC149684///BPI,uncharacterized LOC149684///bactericidal/permeability-increasing protein
203822_s_at,8.70E-01,6.67E-01,4.32E-01,-6.35435,5.33E-02,ELF2,E74 like ETS transcription factor 2
205329_s_at,8.71E-01,6.67E-01,4.32E-01,-6.35456,5.72E-02,SNX4,sorting nexin 4
213760_s_at,8.71E-01,6.67E-01,-4.31E-01,-6.35463,-8.65E-02,ZNF330,zinc finger protein 330
216612_x_at,8.71E-01,6.68E-01,4.31E-01,-6.35471,7.67E-02,,
217003_s_at,8.71E-01,6.68E-01,-4.31E-01,-6.35472,-5.82E-02,ADAM5,ADAM metallopeptidase domain 5 (pseudogene)
206417_at,8.71E-01,6.68E-01,-4.31E-01,-6.35474,-6.11E-02,CNGA1,cyclic nucleotide gated channel alpha 1
209020_at,8.71E-01,6.68E-01,4.31E-01,-6.35485,6.49E-02,OSER1,oxidative stress responsive serine rich 1
215679_at,8.71E-01,6.68E-01,-4.31E-01,-6.35489,-6.08E-02,LUNAR1,leukemia-associated non-coding IGF1R activator RNA 1
216876_s_at,8.71E-01,6.68E-01,4.31E-01,-6.35491,6.63E-02,IL17A,interleukin 17A
209761_s_at,8.71E-01,6.68E-01,4.31E-01,-6.35491,6.80E-02,SP110,SP110 nuclear body protein
216646_at,8.71E-01,6.68E-01,4.31E-01,-6.35494,8.77E-02,DSCC1,DNA replication and sister chromatid cohesion 1
219807_x_at,8.71E-01,6.68E-01,-4.31E-01,-6.35494,-7.03E-02,MIA-RAB4B///RAB4B,"MIA-RAB4B readthrough (NMD candidate)///RAB4B, member RAS oncogene family"
211125_x_at,8.71E-01,6.68E-01,4.31E-01,-6.35495,1.09E-01,GRIN1,glutamate ionotropic receptor NMDA type subunit 1
216485_s_at,8.71E-01,6.68E-01,4.31E-01,-6.35498,7.43E-02,TPSAB1,tryptase alpha/beta 1
209287_s_at,8.71E-01,6.68E-01,4.31E-01,-6.35498,9.78E-02,CDC42EP3,CDC42 effector protein 3
208189_s_at,8.71E-01,6.68E-01,-4.31E-01,-6.35501,-9.40E-02,MYO7A,myosin VIIA
213179_at,8.71E-01,6.68E-01,4.30E-01,-6.35504,5.39E-02,CNOT9,CCR4-NOT transcription complex subunit 9
214274_s_at,8.71E-01,6.68E-01,4.30E-01,-6.35505,6.97E-02,ACAA1,acetyl-CoA acyltransferase 1
201642_at,8.71E-01,6.68E-01,4.30E-01,-6.35508,6.39E-02,IFNGR2,interferon gamma receptor 2 (interferon gamma transducer 1)
215444_s_at,8.71E-01,6.68E-01,4.30E-01,-6.35513,8.90E-02,TRIM31,tripartite motif containing 31
208561_at,8.71E-01,6.68E-01,4.30E-01,-6.35514,1.65E-01,ABCC9,ATP binding cassette subfamily C member 9
207392_x_at,8.71E-01,6.68E-01,-4.30E-01,-6.35523,-7.08E-02,UGT2B15,UDP glucuronosyltransferase family 2 member B15
201295_s_at,8.71E-01,6.68E-01,4.30E-01,-6.35527,1.05E-01,WSB1,WD repeat and SOCS box containing 1
214492_at,8.71E-01,6.69E-01,4.30E-01,-6.35531,8.06E-02,SGCD,sarcoglycan delta
209746_s_at,8.71E-01,6.69E-01,4.30E-01,-6.3554,6.55E-02,COQ7,"coenzyme Q7, hydroxylase"
202009_at,8.71E-01,6.69E-01,-4.30E-01,-6.35541,-1.00E-01,TWF2,twinfilin actin binding protein 2
214900_at,8.72E-01,6.69E-01,4.29E-01,-6.35548,6.45E-02,ZKSCAN1,zinc finger with KRAB and SCAN domains 1
204207_s_at,8.72E-01,6.69E-01,-4.29E-01,-6.35554,-5.06E-02,RNGTT,RNA guanylyltransferase and 5'-phosphatase
210461_s_at,8.72E-01,6.69E-01,4.29E-01,-6.35558,7.97E-02,ABLIM1,actin binding LIM protein 1
203761_at,8.72E-01,6.69E-01,-4.29E-01,-6.35564,-6.17E-02,SLA,Src-like-adaptor
204470_at,8.72E-01,6.69E-01,4.29E-01,-6.35564,8.02E-02,CXCL1,C-X-C motif chemokine ligand 1
208495_at,8.72E-01,6.69E-01,-4.29E-01,-6.35569,-9.82E-02,TLX3,T-cell leukemia homeobox 3
215066_at,8.72E-01,6.69E-01,4.29E-01,-6.3557,7.53E-02,PTPRF,"protein tyrosine phosphatase, receptor type F"
205851_at,8.72E-01,6.69E-01,-4.29E-01,-6.3557,-5.73E-02,NME6,NME/NM23 nucleoside diphosphate kinase 6
203245_s_at,8.72E-01,6.69E-01,-4.29E-01,-6.35572,-8.55E-02,LINC00094,long intergenic non-protein coding RNA 94
207571_x_at,8.72E-01,6.69E-01,4.29E-01,-6.3558,6.62E-02,THEMIS2,thymocyte selection associated family member 2
200786_at,8.72E-01,6.69E-01,4.29E-01,-6.35581,1.01E-01,PSMB7,proteasome subunit beta 7
202301_s_at,8.72E-01,6.69E-01,4.29E-01,-6.35581,6.49E-02,RSRC2,arginine and serine rich coiled-coil 2
214115_at,8.72E-01,6.69E-01,4.28E-01,-6.35587,5.90E-02,VAMP5,vesicle associated membrane protein 5
216285_at,8.72E-01,6.70E-01,-4.28E-01,-6.35589,-8.15E-02,TSSK2///DGCR14,testis specific serine kinase 2///DiGeorge syndrome critical region gene 14
AFFX-PheX-3_at,8.72E-01,6.70E-01,-4.28E-01,-6.35591,-7.72E-02,,
221412_at,8.72E-01,6.70E-01,4.28E-01,-6.35597,7.25E-02,VN1R1,vomeronasal 1 receptor 1
213629_x_at,8.72E-01,6.70E-01,4.28E-01,-6.35598,6.15E-02,MT1F,metallothionein 1F
218138_at,8.72E-01,6.70E-01,-4.28E-01,-6.356,-6.57E-02,MKKS,McKusick-Kaufman syndrome
212811_x_at,8.72E-01,6.70E-01,4.28E-01,-6.35604,5.82E-02,SLC1A4,solute carrier family 1 member 4
206050_s_at,8.72E-01,6.70E-01,-4.28E-01,-6.35605,-1.18E-01,RNH1,ribonuclease/angiogenin inhibitor 1
201234_at,8.72E-01,6.70E-01,4.28E-01,-6.35608,1.02E-01,ILK,integrin linked kinase
206143_at,8.72E-01,6.70E-01,4.27E-01,-6.35636,1.16E-01,SLC26A3,solute carrier family 26 member 3
205876_at,8.72E-01,6.70E-01,4.27E-01,-6.35639,6.62E-02,LIFR,leukemia inhibitory factor receptor alpha
214798_at,8.72E-01,6.70E-01,-4.27E-01,-6.35644,-1.12E-01,ATP2C2,ATPase secretory pathway Ca2+ transporting 2
217726_at,8.72E-01,6.70E-01,4.27E-01,-6.35645,5.48E-02,COPZ1,coatomer protein complex subunit zeta 1
200000_s_at,8.73E-01,6.71E-01,-4.27E-01,-6.35653,-1.16E-01,PRPF8,pre-mRNA processing factor 8
210997_at,8.73E-01,6.71E-01,-4.27E-01,-6.35654,-9.12E-02,HGF,hepatocyte growth factor
215622_x_at,8.73E-01,6.71E-01,4.27E-01,-6.35659,7.11E-02,PHF7,PHD finger protein 7
AFFX-BioB-3_at,8.73E-01,6.71E-01,-4.27E-01,-6.35666,-7.15E-02,,
206024_at,8.73E-01,6.71E-01,-4.26E-01,-6.35672,-7.11E-02,HPD,4-hydroxyphenylpyruvate dioxygenase
205205_at,8.73E-01,6.71E-01,4.26E-01,-6.35674,7.89E-02,RELB,"RELB proto-oncogene, NF-kB subunit"
209553_at,8.73E-01,6.71E-01,-4.26E-01,-6.35677,-7.16E-02,VPS8,"VPS8, CORVET complex subunit"
202802_at,8.73E-01,6.71E-01,4.26E-01,-6.35684,6.09E-02,DHPS,deoxyhypusine synthase
202617_s_at,8.73E-01,6.71E-01,-4.26E-01,-6.35686,-4.76E-02,MECP2,methyl-CpG binding protein 2
43511_s_at,8.73E-01,6.71E-01,-4.26E-01,-6.35687,-5.90E-02,ARRB1,arrestin beta 1
221830_at,8.73E-01,6.71E-01,-4.26E-01,-6.35691,-8.83E-02,RAP2A,"RAP2A, member of RAS oncogene family"
221450_x_at,8.73E-01,6.71E-01,-4.26E-01,-6.35693,-4.63E-02,PCDHB13,protocadherin beta 13
218243_at,8.73E-01,6.71E-01,-4.26E-01,-6.35702,-5.73E-02,RUFY1,RUN and FYVE domain containing 1
222136_x_at,8.73E-01,6.72E-01,-4.26E-01,-6.35706,-8.89E-02,ZNF729///ZNF43,zinc finger protein 729///zinc finger protein 43
214318_s_at,8.73E-01,6.72E-01,4.26E-01,-6.35709,6.56E-02,FRY,FRY microtubule binding protein
37462_i_at,8.73E-01,6.72E-01,-4.26E-01,-6.35709,-8.29E-02,SF3A2,splicing factor 3a subunit 2
203768_s_at,8.73E-01,6.72E-01,4.26E-01,-6.35711,6.18E-02,STS,"steroid sulfatase (microsomal), isozyme S"
204936_at,8.73E-01,6.72E-01,4.25E-01,-6.35723,5.61E-02,MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2
219546_at,8.73E-01,6.72E-01,4.25E-01,-6.35723,4.89E-02,BMP2K,BMP2 inducible kinase
204770_at,8.73E-01,6.72E-01,-4.25E-01,-6.35724,-8.12E-02,TAP2,"transporter 2, ATP binding cassette subfamily B member"
219559_at,8.73E-01,6.72E-01,-4.25E-01,-6.35728,-6.68E-02,SLC17A9,solute carrier family 17 member 9
201874_at,8.73E-01,6.72E-01,-4.25E-01,-6.35735,-5.94E-02,MPZL1,myelin protein zero like 1
206320_s_at,8.73E-01,6.72E-01,4.25E-01,-6.35738,5.56E-02,SMAD9,SMAD family member 9
203702_s_at,8.73E-01,6.72E-01,-4.25E-01,-6.35744,-5.83E-02,TTLL4,tubulin tyrosine ligase like 4
220573_at,8.73E-01,6.72E-01,-4.25E-01,-6.35744,-7.01E-02,KLK14,kallikrein related peptidase 14
206148_at,8.73E-01,6.72E-01,4.25E-01,-6.35744,8.16E-02,IL3RA,interleukin 3 receptor subunit alpha
215263_at,8.73E-01,6.72E-01,-4.25E-01,-6.35744,-8.75E-02,ZXDB///ZXDA,"zinc finger, X-linked, duplicated B///zinc finger, X-linked, duplicated A"
220981_x_at,8.73E-01,6.72E-01,4.25E-01,-6.35745,6.05E-02,NXF2B///NXF2,nuclear RNA export factor 2B///nuclear RNA export factor 2
214070_s_at,8.73E-01,6.72E-01,-4.25E-01,-6.35746,-7.63E-02,ATP10B,ATPase phospholipid transporting 10B (putative)
212110_at,8.73E-01,6.72E-01,4.25E-01,-6.35747,9.17E-02,SLC39A14,solute carrier family 39 member 14
206359_at,8.73E-01,6.72E-01,4.25E-01,-6.35748,8.27E-02,SOCS3,suppressor of cytokine signaling 3
202204_s_at,8.73E-01,6.72E-01,4.25E-01,-6.3575,7.09E-02,AMFR,autocrine motility factor receptor
201971_s_at,8.73E-01,6.72E-01,-4.25E-01,-6.35752,-6.79E-02,ATP6V1A,ATPase H+ transporting V1 subunit A
218281_at,8.73E-01,6.72E-01,4.25E-01,-6.35753,5.66E-02,MRPL48,mitochondrial ribosomal protein L48
212313_at,8.73E-01,6.72E-01,4.24E-01,-6.3576,5.25E-02,CHMP7,charged multivesicular body protein 7
205757_at,8.73E-01,6.73E-01,4.24E-01,-6.35761,9.48E-02,ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5
217263_x_at,8.73E-01,6.73E-01,4.24E-01,-6.35764,5.98E-02,LOC101928269///LOC100506403///RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
203467_at,8.73E-01,6.73E-01,-4.24E-01,-6.35766,-7.18E-02,PMM1,phosphomannomutase 1
219232_s_at,8.73E-01,6.73E-01,-4.24E-01,-6.35777,-6.21E-02,EGLN3,egl-9 family hypoxia inducible factor 3
396_f_at,8.73E-01,6.73E-01,4.24E-01,-6.35778,5.20E-02,EPOR,erythropoietin receptor
217248_s_at,8.73E-01,6.73E-01,-4.24E-01,-6.35779,-6.76E-02,SLC7A8,solute carrier family 7 member 8
217652_at,8.73E-01,6.73E-01,4.24E-01,-6.3578,1.11E-01,MAU2,MAU2 sister chromatid cohesion factor
202495_at,8.73E-01,6.73E-01,-4.24E-01,-6.35783,-8.18E-02,TBCC,tubulin folding cofactor C
209102_s_at,8.73E-01,6.73E-01,-4.24E-01,-6.35787,-9.94E-02,HBP1,HMG-box transcription factor 1
215808_at,8.74E-01,6.73E-01,-4.23E-01,-6.35798,-4.63E-02,KLK10,kallikrein related peptidase 10
217963_s_at,8.74E-01,6.73E-01,4.23E-01,-6.35805,5.97E-02,BEX3,brain expressed X-linked 3
218101_s_at,8.74E-01,6.73E-01,-4.23E-01,-6.35809,-5.62E-02,NDUFC2-KCTD14///NDUFC2,NDUFC2-KCTD14 readthrough///NADH:ubiquinone oxidoreductase subunit C2
206235_at,8.74E-01,6.73E-01,-4.23E-01,-6.35812,-1.02E-01,LIG4,DNA ligase 4
204368_at,8.74E-01,6.73E-01,-4.23E-01,-6.35815,-6.47E-02,SLCO2A1,solute carrier organic anion transporter family member 2A1
220639_at,8.74E-01,6.73E-01,4.23E-01,-6.35816,7.89E-02,TM4SF20,transmembrane 4 L six family member 20
201741_x_at,8.74E-01,6.73E-01,-4.23E-01,-6.35818,-7.56E-02,SRSF1,serine and arginine rich splicing factor 1
212989_at,8.74E-01,6.74E-01,-4.23E-01,-6.35819,-7.85E-02,SGMS1,sphingomyelin synthase 1
219175_s_at,8.74E-01,6.74E-01,4.23E-01,-6.3582,8.51E-02,SLC41A3,solute carrier family 41 member 3
213631_x_at,8.74E-01,6.74E-01,4.23E-01,-6.35826,5.34E-02,DHODH,dihydroorotate dehydrogenase (quinone)
221423_s_at,8.74E-01,6.74E-01,-4.23E-01,-6.3583,-9.92E-02,YIPF5,Yip1 domain family member 5
205988_at,8.74E-01,6.74E-01,4.23E-01,-6.35837,7.73E-02,CD84,CD84 molecule
209462_at,8.74E-01,6.74E-01,-4.23E-01,-6.35837,-4.86E-02,APLP1,amyloid beta precursor like protein 1
205186_at,8.74E-01,6.74E-01,4.23E-01,-6.35837,6.51E-02,DNALI1,dynein axonemal light intermediate chain 1
AFFX-LysX-M_at,8.74E-01,6.74E-01,4.22E-01,-6.35846,9.38E-02,,
221469_at,8.74E-01,6.74E-01,-4.22E-01,-6.35849,-6.57E-02,GPR32,G protein-coupled receptor 32
212912_at,8.74E-01,6.74E-01,-4.22E-01,-6.35851,-6.72E-02,RPS6KA2,ribosomal protein S6 kinase A2
216143_at,8.74E-01,6.74E-01,-4.22E-01,-6.35852,-5.88E-02,,
209158_s_at,8.74E-01,6.74E-01,4.22E-01,-6.35861,9.03E-02,CYTH2,cytohesin 2
204856_at,8.74E-01,6.74E-01,4.22E-01,-6.35862,5.70E-02,B3GNT3,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3"
217207_s_at,8.74E-01,6.74E-01,4.22E-01,-6.35869,8.22E-02,BTNL3,butyrophilin like 3
205179_s_at,8.74E-01,6.74E-01,-4.22E-01,-6.3587,-1.07E-01,ADAM8,ADAM metallopeptidase domain 8
217146_at,8.74E-01,6.74E-01,4.22E-01,-6.35874,5.81E-02,JRK,Jrk helix-turn-helix protein
210347_s_at,8.74E-01,6.75E-01,-4.22E-01,-6.35878,-8.43E-02,BCL11A,B-cell CLL/lymphoma 11A
212218_s_at,8.74E-01,6.75E-01,4.22E-01,-6.35878,6.95E-02,FASN,fatty acid synthase
216161_at,8.74E-01,6.75E-01,-4.21E-01,-6.3588,-1.15E-01,SBNO1,strawberry notch homolog 1
210502_s_at,8.74E-01,6.75E-01,4.21E-01,-6.35884,9.95E-02,PPIE,peptidylprolyl isomerase E
218479_s_at,8.74E-01,6.75E-01,-4.21E-01,-6.35884,-8.00E-02,XPO4,exportin 4
207866_at,8.74E-01,6.75E-01,4.21E-01,-6.35884,9.29E-02,BMP8A,bone morphogenetic protein 8a
215606_s_at,8.74E-01,6.75E-01,4.21E-01,-6.35886,5.25E-02,ERC1,ELKS/RAB6-interacting/CAST family member 1
218833_at,8.74E-01,6.75E-01,-4.21E-01,-6.3589,-5.57E-02,ZAK,sterile alpha motif and leucine zipper containing kinase AZK
220265_at,8.74E-01,6.75E-01,4.21E-01,-6.3589,6.65E-02,GPR107,G protein-coupled receptor 107
213607_x_at,8.74E-01,6.75E-01,-4.21E-01,-6.35891,-8.12E-02,NADK,NAD kinase
213930_at,8.74E-01,6.75E-01,4.21E-01,-6.35909,5.83E-02,ATG12,autophagy related 12
